17160,-1984,13155,31818,20920,-6200
19397,-2000,11932,-28902,20100,-5016
10102,-1984,5100,-20542,10816,4964
2786,-2000,-883,-10134,6624,5832
-1099,-2016,-1621,-3982,11244,6184
-3530,-2016,-2309,-470,16108,6192
-4821,-2016,-851,-478,19404,5288
-6051,-2032,1081,-1010,18096,3740
-3876,-1984,-1473,-1406,17892,2272
-2490,-1984,-7371,-2378,15888,3232
-3063,-2000,-2216,-1818,12392,3260
-2140,-2016,2932,-1766,15668,2060
-1219,-1984,354,-2254,17156,2312
-2113,-2032,-55,-2482,15904,3588
-2739,-1984,3759,-1966,15460,3552
-2299,-2016,3247,-2170,17704,2876
-294,-2000,-4127,-2258,17412,3484
-1069,-2016,-3386,-3158,14940,4812
-2157,-1984,2418,-2950,15192,4444
-1609,-2000,2035,-2946,15892,4208
-1449,-1984,-1200,-3074,16224,4432
-1553,-1984,-1669,-2766,15420,4480
-1419,-2000,1165,-2650,14932,4148
-392,-2016,1178,-2710,15628,3792
195,-1984,110,-2966,15984,3868
-69,-2000,-1735,-2946,15888,3896
-180,-1984,-1871,-3050,15548,3732
-187,-2016,-1062,-3278,15584,3364
-315,-2000,-833,-3558,16016,3288
-426,-2000,-1198,-3142,15932,3256
-308,-2016,-356,-3222,15672,3376
-871,-2000,217,-3582,15380,3484
0
-14945,-1968,-32599,31817,-7224,-14924
13005,-1968,-15828,31817,32467,25664
1234,-1984,-2113,25230,32467,-14180
8964,-1952,-32599,12266,32467,7600
-21844,-1968,-25447,31817,26236,768
-9757,-1952,-16340,31817,1696,6108
-1606,-1920,-3111,25754,8244,6996
2821,-1968,2427,2090,7156,6564
2804,-1968,-1999,-13482,9740,7364
-1311,-1984,669,-18502,7644,10032
-4558,-1984,11381,-20130,12720,8424
1566,-1968,16723,-27310,20984,3360
17110,-1984,12224,-21866,27252,3636
19358,-1984,8902,-25726,14476,9248
16962,-1968,15372,-21890,15068,4508
20915,-1984,3567,-19686,17368,1616
20131,-1952,-3107,-18226,7904,4852
7473,-1968,5449,-14758,9816,7936
-2638,-1952,583,-8714,16660,5792
-1526,-1984,-11979,-2322,19516,2436
202,-1968,-8817,-3222,14044,4408
-3798,-1952,3833,-2706,14348,4148
-5614,-1952,6310,-1958,17020,2672
-4103,-1968,1723,-1982,17240,2848
-3726,-1936,-3584,-2910,17228,3948
-3386,-1952,-3756,-2954,15684,3144
-1891,-1984,-1074,-3614,15076,2720
-1121,-1936,-212,-4474,15428,3056
