31817, 31817, 31817, 11602, 8126, -638, -374, 1146, 1738, 2890, 2646, 2922, 5158, 2722, 5850, 8338, 8818, 8918, 6538, 3890, -1966, -2718, -9690, -14042, -15222, -15386, -19366, -14158, -7158, -4046, 19600, 3964, 25988, 25052, 10900, 11748, 20612, 18176, 16712, 15520, 16628, 15356, 16300, 17096, 16320, 14876, 16808, 17752, 16344, 18760, 18736, 19916, 14360, 15072, 15080, 20640, 20620, 17940, 15748, 17552, -9668, -8696, -6656, -8904, 7004, 8680, 312, -260, 1348, 3256, 1816, 1788, 2020, 1656, 796, 748, 104, 320, -104, 1344, 884, 1648, 1916, 12, -880, -648, 1112, -560, -1028, 2144, 0, 0, 0, 0, 0, 0
19378, 31817, 31817, 18834, 14494, 6770, 5886, 754, 2062, 2678, 3890, 6554, 5202, 3522, 8242, 6942, 5938, 7890, 5518, 2194, -1870, -10686, -22806, -26902, -28662, -22074, -16314, -5958, 2906, 2742, 3234, 4086, 11200, 20728, 31360, 32467, 5100, 1920, 9880, 15268, 18104, 14512, 16012, 19936, 15336, 15488, 18196, 12432, 21360, 23096, 21028, 23480, 30044, 19124, -1000, 11888, 9108, 8224, 18284, 22920, 21968, 19368, 18036, 15640, -9144, 3016, -12888, -20824, 2652, 9088, 5036, 1332, 2412, 3172, 5260, 3584, 868, 2628, 3360, 932, 372, -1848, -1964, -1952, -808, 1648, 1160, 1800, 1160, 568, 3112, 492, -928, 1176, 2752, 2324
31817, 21402, 8930, -2526, -7018, -6786, -738, 1938, 4810, 7430, 6442, 4134, 5422, 6874, 5682, 7162, 3034, 1046, -174, -6042, -8770, -11018, -13974, -16298, -14326, -12610, -10402, -6850, -3278, -778, 1586, 1814, 32467, 23456, 7420, 6648, 11536, 16452, 22600, 23600, 21064, 19480, 17212, 14148, 16072, 17156, 13360, 15952, 21108, 18208, 14876, 15172, 15136, 16968, 20068, 18896, 18320, 15676, 14052, 15260, 17396, 16280, 17620, 16288, -6704, -3764, 4600, 4172, 5000, 6032, 5204, 3356, 1648, 2256, 2172, 2932, 4140, 2792, 2176, 1884, 3156, 4384, 3472, 3352, 2364, 932, 2140, 1696, 1300, 1248, 2432, 1960, 204, 284, 1044, 1228
31818, 31818, 31818, -5330, 30846, 31817, 31817, 13122, 7034, 2746, -750, 3142, 2602, 3850, 6934, 4030, 6578, 10566, 8962, 10698, 8954, -362, -5562, -10214, -25970, 31818, -30098, -20706, -8986, 54, 646, 1642, 25076, 6308, -12788, -7184, 19324, 32467, 32467, 24256, -1016, 6440, 15836, 22956, 16792, 13176, 23960, 18296, 16264, 22852, 19668, 16692, 23240, 25312, 12308, 29948, 22436, 7360, 6516, 4636, 10232, 27752, 21632, 14516, 21132, 24132, 12444, 8292, 11428, -32768, -29920, -3544, 5368, 10936, 7436, 4480, 4848, 4528, 4468, 2688, 2040, 3296, -188, 2180, 220, 1276, 1080, -3240, -2732, 356, 7348, 5980, 612, -3104, -2980, 584
31817, 31817, 18086, 17230, 2566, -434, 1506, 7162, 5718, 2246, 4782, 1402, -3870, -1954, 738, 450, 3458, 2886, -822, -6074, -15046, -21478, -24914, -25794, -15930, -8438, -2034, 1230, 1954, 1810, 654, -422, 32467, 32467, 32467, 4848, -8788, 5536, 20328, 26072, 19708, 18596, 16500, 14104, 17900, 16876, 14260, 22212, 18696, 18184, 24672, 18908, 14428, 6416, 17352, 9592, 16348, 19724, 21460, 19828, 15804, 13752, 11088, 13988, -10956, -22876, -10656, 544, 11908, 13500, 5348, 2700, 5892, 4492, 4908, 4536, 3440, 3748, 3472, 696, -916, -1372, -4952, -3268, 2564, -2884, -2452, 1556, 124, -364, 956, 1244, 1612, 1624, 1488, 436
31818, 31818, 31818, -11790, 31817, 31817, 31817, -8414, 4282, 1866, -938, -218, -118, 510, 2654, 2898, 4222, 7578, 13078, 16298, 17462, 18594, 11990, 6950, 1682, -5810, -14658, -27706, 31818, 31818, -24754, -11858, 18084, 7596, 10088, -12956, -4420, 32467, 28916, 27420, 6144, 4488, 14224, 17252, 11808, 14384, 18344, 16132, 18604, 19408, 17696, 21572, 20304, 19092, 14228, 20316, 20060, 18012, 15148, 2828, -4756, 8128, 24192, 32467, 25208, 10924, -812, 1968, 5404, -2628, -24268, -980, 8232, 8512, 3060, 1684, 4916, 5040, 2804, 3012, 4708, 4024, 2624, 2028, 2728, 2968, 2008, 2572, 804, 632, -388, 1080, 2828, 1096, 992, -204
31817, 31817, 31817, 14058, -158, 278, -4758, -874, 1870, 3478, 4698, 7502, 12082, 16778, 20106, 18338, 16906, 9014, -7098, -16734, 31818, 31818, 31818, -31722, -12622, -1650, 4746, 9034, 5222, -522, -562, -2882, 10348, 32467, 32467, 27540, 8388, 1124, 8224, 21108, 21260, 19152, 15752, 17212, 21972, 20552, 16064, 17308, 22768, 10852, 18828, 23452, 18604, 13952, 7244, 4544, 18084, 26628, 21064, 14084, 18496, 11160, 9944, 16364, -2176, -14200, -27212, -11492, 1640, 11080, 9848, 7568, 5096, 3644, 2220, 1128, -1372, -736, -1416, 1708, 560, 1528, -3172, -6924, -5196, 4504, 8016, 8932, 3960, -176, -3732, -3508, -476, 1612, -1548, -2640
31817, 21146, -2838, 2606, 630, 162, 5646, 16138, 22782, 26750, 27822, 20454, 1050, -13206, -28230, -23138, -31922, 31818, -30930, -12326, -3230, 5226, 8766, 6754, 2814, 1294, 1054, 78, -126, -214, 32467, 32467, 21252, 16548, 10136, 14768, 15540, 15472, 18108, 28308, 18048, 17824, 21420, 13156, 21304, 22720, 13644, 20404, 20840, 11276, 17960, 19200, 14872, 15192, 14368, 14616, 16040, 16828, 16248, 14836, -28140, -18976, 2704, -1532, 1056, 536, -4072, -5840, -4848, -8000, -4364, -3528, 48, -1820, 1716, 5472, 92, -4704, -5524, -11848, -8256, -4868, -1784, 508, 472, 428, -1944, -3520, -3284, -2632, 0, 0, 0, 0, 0, 0
18622, 31817, 31817, 21562, 13738, 5506, 7342, 3874, 5450, 8694, 7558, 9338, 13414, 11786, 10846, 7002, 3662, -182, -8358, -24114, -26258, 31818, -27666, -17450, -12202, -5778, -1790, -602, -906, 10, 818, -442, 32467, 12552, 32467, 32467, 3220, -3416, 12212, 18604, 18700, 18740, 17120, 15580, 16964, 20100, 20180, 11156, 24332, 23252, 17128, 22876, 11740, -1960, 18676, 15652, 11172, 16444, 17956, 16480, 17120, 16700, 16876, 13844, -3880, -23584, -11560, -12776, 3944, 11860, 10960, 4080, 724, 1016, 1956, 2872, 232, -1700, 492, 3612, -704, -7140, -7020, -7884, -7984, 7256, 8984, 10048, 14416, 8276, 2368, 1248, 1088, 180, -2344, -656
-6906, 31817, 31817, 31817, 23050, 54, 5198, 5298, 3510, 3502, 6582, 8142, 12122, 12402, 15370, 11422, 11018, 5026, -1610, -634, -3630, -6230, -5782, -5726, -8730, -16794, -19506, -17774, -16434, -11870, -7138, -3890, 4840, 31236, 32408, 32467, 21924, 5152, 4780, 9360, 13392, 17808, 16192, 14788, 13536, 15988, 14728, 10976, 20648, 13740, 18360, 26492, 20188, 18696, 23604, 25520, 17796, 11728, 19632, 19424, 10820, 12900, 16588, 15948, -2444, 1112, -32768, 668, -5712, 3920, 9168, 11372, 8140, 3648, 1872, 2872, 1748, 1972, 3896, 4488, 92, 80, 468, -4868, -4960, -4516, -2376, -2008, 1576, 624, 384, 2716, 5536, 5808, 5460, 4408
-22174, 24030, 31817, 31817, 31817, 10054, 7378, 8814, 1910, 2222, 4178, 2618, 3182, 1874, 4378, 3214, 6030, 8370, 8446, 10394, 6166, 130, -3650, -9414, -10490, -9042, -21498, -23538, -26498, -24830, -15382, -8186, 30408, 31980, 23324, 32467, 19604, 6344, 3136, 9060, 15640, 16624, 15640, 13040, 21344, 22172, 18576, 22020, 18916, 12760, 20712, 21808, 12828, 13560, 17428, 12576, 13644, 13500, 15100, 13252, 12756, 16548, 16896, 20200, 7976, -7152, -3980, -2276, -10676, 396, 3660, 3444, 5696, 5768, 8052, 10420, 6756, 4788, 3704, 3808, 1044, 916, 1288, -588, -112, -120, 304, 1012, -1064, -4660, -2248, -6204, -7200, -3556, -4512, -3268
31818, -31026, 31818, 32654, 31817, 31817, 31817, 21818, 3790, -466, 534, -2518, -3958, -2482, -826, 2102, 4278, 4574, 5010, 6674, 5990, 7178, 8410, 7662, 6598, 5794, 3078, 1042, -878, -4458, -7174, -7710, 13992, 32467, -21144, 7884, 21244, 32467, 30464, 16560, 5048, 10912, 13080, 16040, 16420, 19680, 19020, 16696, 16024, 14960, 15788, 15452, 15076, 14628, 13780, 19148, 19064, 15592, 17284, 18860, 16808, 21032, 19284, 19316, 13592, 7240, 26004, 12532, -7900, 7384, -14000, -7072, 2468, 9760, 7072, 7164, 4700, 3280, 2628, 2108, 3564, 3188, 3940, 3920, 4368, 4840, 3976, 3388, 3828, 2844, 2848, 2148, 280, 3016, 2456, 984
31818, -32562, -17162, 31817, 31817, 31817, 2814, 6206, 3298, 558, -318, 426, 1142, 3802, 5734, 7774, 7258, 8346, 10278, 10810, 10142, 5610, 2374, -1806, -5138, -10446, -19846, -28026, -28454, -31862, -29630, -15054, -3968, -8800, -9376, 2144, 22500, 32467, 28124, 4640, 1832, 12468, 16880, 17680, 17160, 15284, 15532, 16984, 17440, 17448, 18380, 15964, 19272, 17108, 19432, 18732, 17692, 15244, 19800, 16680, 9612, 10716, 17460, 24100, 17420, 11360, 7692, -4456, -20816, -16124, -4964, 8756, 10612, 9128, 5576, 4064, 3392, 2784, 2964, 3848, 4184, 4392, 4984, 3288, 2876, 2024, 2084, 888, 2424, 1456, 2892, -4664, -10264, -3740, 2828, 5704
-16722, -22738, 6158, 31817, 31817, 20266, 11478, 2274, -1810, -734, -574, -582, -850, 30, -1358, 762, 3394, 5506, 6974, 7730, 8074, 6514, 5238, 4406, 2214, -66, -2166, -4894, -5898, -8954, -13450, -14570, -3904, -23656, 12388, 32467, 32467, 19644, 6532, 9136, 14060, 15812, 19988, 19088, 17596, 14264, 13264, 13728, 14720, 12452, 13924, 15968, 19328, 13888, 14328, 21660, 15732, 16352, 20536, 19084, 20512, 26432, 22280, 16512, -5612, -12496, 32767, -32768, -32768, 3836, 9588, 7616, 8288, 8080, 6468, 7224, 6988, 6072, 5312, 5412, 4836, 4084, 3164, 2812, 2892, 3640, 3228, 3300, 3080, 1280, 1160, 1288, 1696, 1204, 400, -1888
-27054, -16822, 18874, 31817, 31817, 5690, 15830, 11410, 1418, -610, 666, -234, 1130, 3526, 3122, 4282, 6638, 3842, 4714, 6174, 4626, 598, 3038, 258, -4094, -8406, -21862, 31818, -23770, -16602, -13082, -12310, -27976, 6092, 32467, 22640, 32467, 32467, 16112, -7112, -4116, 8020, 24012, 22140, 19732, 18932, 15596, 17988, 19728, 13224, 18328, 20060, 16236, 11888, 19932, 19008, 9888, 15364, 10520, 15652, 22288, 15836, 10976, 13892, 1608, 26976, 13528, -16576, -5112, -11908, 2140, 8836, 11072, 10864, 7636, 5672, 4160, 5004, 5428, 5732, 3504, 1676, 3228, 1880, 320, 5128, 896, -3084, -7340, -11108, -9884, 5320, 10192, 1000, -432, 3064
31817, 31817, 31817, 10922, 4674, 3834, 578, -978, -1266, -1542, -1154, -958, -682, -26, 30, 2126, 4290, 7278, 9946, 6694, 10534, 9534, 4542, -4970, -12018, -15290, -17150, -21202, -23486, -21098, -15370, -9718, 18492, 32467, 26876, 15988, 2056, 11584, 16460, 16828, 16560, 15104, 14508, 18324, 17780, 14792, 16044, 20036, 12300, 16708, 20272, 14096, 15036, 20676, 20836, 16952, 11880, 18056, 16456, 13756, 20528, 15828, 16080, 21412, -9352, 4096, -9600, -4380, -108, 7300, 6184, 6024, 4896, 5632, 5144, 3648, 2448, 2044, 1752, 812, -144, -116, -772, 1688, 1168, -1460, -3820, -2324, -3920, -2176, -1788, -3152, -2084, -1664, -2572, -2852
31818, 31818, -29194, -7166, 31817, 31817, 28314, 13634, -1390, -794, -1746, -2266, -3350, -2346, -2906, -1106, 262, 258, 350, 634, 2718, 4422, 7570, 9790, 12434, 17466, 12854, 8830, 3902, -1778, -14658, -26158, 12968, -8392, -12876, 10212, 32467, 32467, 32467, 18388, -516, 4880, 13860, 17968, 17120, 16120, 17748, 15236, 14520, 16484, 16040, 14728, 14740, 15580, 21092, 16928, 18164, 22296, 29120, 22204, 11708, 14496, 12208, 19308, 18604, 21936, 4780, 14268, -17392, -17180, -16432, -568, 8036, 10288, 8456, 4748, 3804, 4092, 2604, 2568, 3260, 3340, 2604, 2788, 3044, 3384, 1832, 2032, 928, 844, 3736, 4824, 1956, -3444, -3124, -4596
