-31613,-2032,-32599,9858,-26228,6620
-15286,-2016,-32599,8410,-7664,24476
-23101,-2016,5573,-3550,1976,32767
-27151,-2016,6217,-10350,3272,31104
-18539,-2048,11920,-1078,9808,27000
-8304,-2016,3497,4546,17768,32767
-6946,-2032,12644,7754,19764,32767
13736,-2032,12276,9522,20852,32767
19514,-2032,-1278,6770,19592,32767
18623,-2064,-3874,4938,13052,28376
17195,-2048,-2430,4354,7212,24764
22735,-2048,2856,4502,6020,23376
27400,-2048,18613,222,7116,24936
26755,-2016,27076,-2238,8876,23912
28207,-2048,22764,-2766,11880,16936
27215,-2032,9090,-4322,12592,14112
20406,-2032,5390,-6222,11576,13216
17186,-2032,-36,-4390,12624,7760
18762,-2032,-5756,-2414,7276,3052
11583,-2048,-3227,-6802,8544,8220
9956,-2064,-5379,-5454,4444,4916
10663,-2048,-3277,-5114,-1188,1424
5774,-2048,-974,-8458,1792,8656
1985,-2048,-4643,-8138,1448,7872
4141,-2048,-3007,-8542,-2088,4336
2628,-2048,3364,-10098,-904,5984
-3591,-2032,4851,-11390,-192,7340
-6967,-2032,137,-10842,-1472,5940
-7933,-2064,-2013,-8330,-3152,7660
-7253,-2032,3736,-8942,-3004,8948
-5069,-2064,9926,-8770,-4720,9160
-6877,-2032,7310,-8654,-4080,13240
-8689,-2032,4127,-8382,-2628,14520
-7074,-2000,6642,-9042,-4944,13900
-4574,-2016,9475,-8986,-3872,14804
-2495,-2048,7046,-11342,-3016,15524
-2097,-2048,4707,-13690,-1728,16808
-897,-2016,3617,-13538,-2092,15164
1164,-2048,3574,-12350,-868,13604
1051,-2048,463,-13122,-412,14504
178,-2016,-741,-13962,-3288,14888
-401,-2048,699,-13934,-1160,14880
-1263,-2048,-2630,-13578,-244,14228
-791,-2048,328,-13618,-96,14936
-452,-2032,-1024,-13338,528,14312
265,-2032,-2881,-12934,856,13000
3
-24629,-2000,-30498,9050,24624,5248
-32558,-2016,-32598,28778,13608,6888
-28574,-2016,-32598,31817,-8120,-12052
-18681,-2048,12317,14918,32468,10424
-23739,-2016,8117,12718,-30764,12060
-25816,-2016,19499,6642,-30776,14308
-30710,-2000,-32599,358,-21700,24140
-32558,-2000,16557,4294,-8920,27984
-25894,-2032,7855,-1526,-3620,28880
-24583,-2032,8621,-686,-2324,28544
-12445,-2000,9369,2250,5540,29920
-11522,-2048,5886,454,7416,29644
-6842,-2016,6392,2890,6104,28888
-638,-2048,1332,1306,5560,29752
776,-2048,887,338,2952,28640
5722,-2032,2366,94,2188,28704
11105,-2000,3289,-1130,1824,25968
13018,-2032,4421,-1906,1488,24936
16485,-2032,5869,-2634,1716,22348
19662,-2032,6326,-4194,1960,19672
18676,-2048,8890,-4486,4060,19304
19379,-2016,9116,-4310,4928,18664
20376,-2016,8831,-4826,7868,16884
19595,-2048,9904,-5258,8532,16948
17651,-2016,7181,-5322,10308,16124
18473,-2016,5147,-4994,9120,13384
15961,-2016,5732,-6554,6844,14016
12708,-2016,7021,-7442,7744,13144
10889,-2048,3047,-7562,7612,10468
10355,-2064,2059,-7782,5332,10620
9835,-2032,3975,-8646,3200,8976
10128,-2032,-1058,-8262,1656,5492
6704,-2032,-126,-9334,1264,8116
1802,-2032,3604,-10906,-1296,8408
1137,-2064,5720,-10902,-844,7460
-1203,-2000,6517,-11478,-364,8840
-4647,-2032,5490,-12394,-2968,10372
-6249,-2048,4377,-13454,-2616,10676
-5172,-2016,2936,-12406,-1200,11008
-4526,-2016,1744,-11894,-3116,12848
-1767,-2016,4396,-11990,-2516,12372
-68,-2048,4666,-12418,-756,12284
-4092,-2016,898,-13178,-1348,14136
-4379,-2032,-1882,-11782,-1996,11724
-3210,-2000,-46,-11254,-1092,11876
-3582,-2032,597,-12066,-424,12932
3
-19639,-2032,29898,5878,-17716,24684
-28903,-2032,-32599,1866,-7356,32432
-23702,-2048,17796,-4618,-2044,29800
-20948,-2048,176,-12862,-3140,29188
-17937,-2048,3450,-10134,2652,29100
-12073,-2048,2454,-7142,3232,31196
-4048,-2048,4854,-3946,6600,32767
4238,-2048,5956,-2686,11428,32767
11358,-2064,3853,-2766,13724,32767
16476,-2000,1376,-2994,13976,29132
18484,-2032,1045,-3882,10224,25100
19340,-2016,1160,-3114,9840,23080
22815,-2016,3442,-3362,9324,20792
23290,-2048,2921,-4790,9360,19880
22544,-2048,3176,-5762,8708,17580
22481,-2048,4800,-6162,9628,16248
20697,-2000,2115,-6618,9352,15492
19576,-2064,2733,-6886,10388,14948
18494,-2000,7286,-6106,12140,15316
17577,-2032,5697,-5470,13092,13996
14666,-2064,4355,-5466,12740,12980
11859,-2032,7691,-4598,11572,11512
11125,-2048,5930,-4126,9340,9368
9327,-2048,2519,-5422,5184,7932
3151,-2048,5160,-6738,3668,8872
2978,-2016,6362,-6830,384,5704
2767,-2048,6243,-8290,968,6652
-2760,-1984,4706,-9198,-1980,9428
-789,-2048,4913,-8822,-2696,7732
-2067,-2048,4735,-8146,-3672,8236
-2292,-2016,946,-8702,-7476,9752
-1072,-2048,3673,-8742,-6748,9172
-1828,-2064,8640,-10434,-7024,11768
-436,-2032,7073,-11730,-8884,9064
2135,-2064,8084,-14170,-10180,7092
734,-2032,8541,-16274,-9604,9692
-2047,-2032,5383,-18210,-9700,9980
-2204,-2000,5603,-17410,-8544,8716
-827,-2016,3710,-16410,-5772,9616
-1001,-2032,-3494,-16826,-3100,10036
-3093,-2048,-5908,-15274,-3560,9340
-3528,-2016,-4176,-14498,-2460,9804
-2569,-2016,-3162,-13874,-1720,10028
-1832,-2048,-2837,-13514,-1916,9332
-2070,-2048,-2730,-13930,-2124,9640
-2119,-2016,-1952,-14050,-2276,9880
3
5850,-2032,3503,31817,32468,-32768
-11267,-2048,-32599,20890,-9148,10720
-32558,-2016,2513,-5826,-16968,32767
-32558,-2048,18192,-5490,-20924,32767
-15674,-2016,-32599,-30238,16280,32767
7603,-2048,-3910,-15814,-1552,32767
-2448,-2016,-13512,-10074,992,20288
-1527,-2048,5488,-7706,3324,17896
4925,-2032,-9740,-6558,1276,19256
3349,-2032,-12858,-8202,-3052,17476
4064,-2032,-5710,-8654,-4600,17452
8526,-2032,-9166,-8250,-5836,21680
10718,-2032,-8866,-9818,-4804,22752
13319,-2032,-2333,-10338,-1040,22884
16553,-2032,-3813,-9558,3184,23692
17446,-2048,-5227,-9886,5256,21212
17654,-2032,-4265,-8690,6216,19596
17680,-2016,-4413,-8806,6340,18068
16698,-2048,-3247,-8126,7080,17060
15741,-2016,-414,-8254,7624,16068
15190,-2080,-854,-7638,7328,15760
13661,-2016,56,-8130,6636,14504
12254,-2048,2691,-8442,5700,13376
12279,-2048,2812,-8438,5904,12808
11780,-2080,4387,-9278,5592,12656
8289,-2048,7148,-9142,5472,12624
9175,-2048,5086,-6446,4156,10120
